l,r,Description,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
10000,15000,负责工作相关产品的页面开发及维护；？ ？ 2.web前端技术topic研究；？ ？ 3.web产品改进和优化;？ ？ 4.web前端方案的指定和试试。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7000,14000,"？职位描述：1、依据产品需求和ui设计完成高质量的web前端开发和维护；2、解决web前端页面在各浏览器的兼容性问题；3、根据交互需求，完成相应javascript编写；4、负责优化网站在浏览器中的加载速度，优化网站访问体验；5、配合开发运用javascript、ajax实现web页面和服务器端的异步交互；6、结合自己在产品和交互方面的认识，对具体业务功能的实现提出更优方案；任职要求：1、计算机相关专业及以上学历,1年以上前端开发经验；2、熟练掌握html、css、javascript、ajax等前端技术;3、熟悉针对主流浏览器的代码兼容及优化;4、具备良好的代码编程习惯及较强的文档编写能力；5、具备强烈的进取心、求知欲及团队合作精神，有较强的沟通及协调能力,能积极面对压力；具有以下能力者优先考虑：？1、有移动设备开发经验的优先；2、了解1种以上服务端语言（php/asp/.net/jsp等）；3、有前端性能优化经验"" ？4、熟练掌握jquery，vue.js、bootstrap等前端框架；5、熟悉es6、less、webpack, 理解模块化开发；？",1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0
5000,8000,"岗位职责：1）大专及以上学历，有无经验均可，可接受应届生；2）接受转行求职人员，由项目负责人带领上班，但要求勤奋好学，积极主动；3）热爱软件开发工作，对程序开发有浓厚兴趣；4）思路清楚，有基本的编程素质，有良好的表达与沟通能力；5）计算机、通信、电子等相关专业,熟悉c/c++/java/c#/html/php等其中一门开发语言者优先；(非此范围须通过逻辑思维能力测试及入职面试)。工作时间：早九晚六，周末双休。公司介绍靠近大学城地铁站， 交通便捷， 环境优美，空气清新",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
30000,60000,"岗位职责：1、设计和开发支撑今日头条公司运行的核心系统，包括企业协同办公工具、智能便捷高效的服务系统、合同管理系统、审批流等等；2、负责高质量的设计和编码；3、承担重点、难点的技术攻坚；4、主要组件: reactjs, electron等。任职资格：1、3年及以上web前端开发经验；2、良好的设计和编码品味，热爱写代码能产出高质量的设计和代码；3、掌握web前端开发技术: javascript(含es6)、html、css、dom、协议、安全等；有良好的产品意识；4、积极乐观，认真负责，乐于协作。补充：整体待遇堪比t公司？ tilie salary opening",0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,15000,"技能要求：1、熟悉web语义化，掌握盒模型、常用布局以及浏览器兼容性，能完全还原ui稿的设计2、具有5年以上web前端开发经验，熟练掌握javascript、ajax、css、html等web开发领域相关技术3、精通jquery，掌握 angularjs 前端框架4、深入理解w3c标准与es规范,能熟练解决浏览器兼容和性能问题5、熟悉模块化开发，掌握webpack、gulp、fis3、grunt等至少一种构建工具的使用技能6、熟练使用各种调试抓包工具，能独立分析、解决和归纳问题7、懂angular 5经验优先",1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10000,15000,岗位职责：1、负责平台以及门户网站相关的前端内容和服务；2、负责微信/支付宝公众号小程序等开发；3、负责车载设备端前端页面内容和服务。任职要求：1、熟练掌握前端开发的技术中的一项或几项：jquery/react / rn / vue / nodejs / electron / es6 / angular/ html5/ css等；2、熟练使用web前端构建工具，了解前端项目模块化解决方案；3、熟练掌握javascript 编程语言，能够合理利用设计模式和模块化的组织方式对代码进行架构；5、良好的沟通能力，高效的团队协作能力，对各种前端新兴技术有敏锐的洞察力。,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
12000,18000,岗位职责：1、精通html/html5、css/css3、javascript，能够手写页面代码，有移动设备前端应用开发经验；？2、深入理解w3c标准，掌握盒模型、常用布局以及浏览器兼容性；？3、喜欢钻研和关注前沿技术，计算机基础扎实；？4、能提供成功的移动端项目案例，有html5交互微课经验优先。 ？ ？任职要求：1、根据开发需求独立完成html5交互课件网页代码的编写；2、对市场最热最新的html5课件工具、云端工具等进行研究；3、对移动端创新性课件项目提供网页技术支持；4、负责整理记录课件开发过程的所有技术文档，并归档。,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0
8000,12000,"1，三年以上工作经验，有大型网站开发经验优先。2，掌握html5/javascript/css3等前段必备基础。3，熟悉微信公众号，微信小程序开发，会hybridapp,react native等移动开发更佳。4，有vue,augular框架使用经验。5，会css预编译，less、sass、stylus中的一种。6,了解node.js基本api7,会使用grunt等打包工具8，对浏览器兼容器性有处理经验9，对工作充满激情，不散漫，不拖沓，有良好的自我学习能力，善于自行解决问题",0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20000,25000,【岗位职责】1、负责公司前端开发工作；2、持续关注新技术，从其中选择适合我们的技术并应用其改进我们的产品。【任职要求】1、本科及以上学历，3年以上 h5 开发经验， 计算机、数学相关专业；2、精通html5、css3，对nodejs技术有一定了解；3、精通javascript ajax dom等前端技术，掌握面向对象编程技能、对js框架应用有一定的经验；4、熟悉常用的前端框架，如：vue.js、react.js、react native等；5、对css、javascript性能优化、解决多浏览器兼容性问题有一定的经验；6、具备良好的团队合作精神、钻研精神、学习能力、沟通能力。,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
10000,15000,1、熟练掌握javascript（es6）、html、css3/less语言2、熟悉react技术体系，熟练掌握基于react技术体系的web和中后台开发技术3、熟悉至少一种react组件库，如ant design4、熟练掌握node、npm、webpack、eslint等前端工程化工具5、具有基于react的组件库或工具库开发经验者优先,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6000,8000,"岗位职责：1、大专以上学历，计算机相关专业；2、1-2年网页设计制作或网站前端开发工作经验；3、精通html和h5，能熟练使用div、css，jquery、ajax、javascript编写网站前端页面；4、熟练使用hbuilder、webstorm、photoshop等相关软件；5、对后端.net语言要简单了解，能根据项目需求完成前端页面制作；6、具备良好的代码书写规范，具有出色的独立工作能力，较强的执行力；7、具备良好的学习和沟通能力,思维敏捷,善于沟通和团队协作；任职要求：1、负责公司各网站项目前端页面切图及静态页面制作；2、配合前端设计完成店铺页面装修及活动专题页切图、制作；3、负责网站兼容性方面的工作，处理浏览器兼容性问题，确保网站页面在（ie/firefox/谷歌/360）主流浏览器完整正确展现；4、配合web程序工程师调整网站页面的样式及版面；5、负责网站页面动态效果展示及数据交互；6、负责网站前端代码的改进和优化，利用访问和搜索引擎收录及web应用性能优化；7、负责网站版块调整及信息更新（含后台维护）；8、完成上级领导交办的其他工作任务。",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0
10000,20000,"岗位职责：1、负责系统web前端设计和开发交付；2、负责和周边系统前端界面集成； 3、负责前端性能优化和界面美化工作。任职要求：1.计算机及相关专业本科及以上毕业，5年以上全职web前端开发经验；独立开发经验；2.熟练各种web前端技术（html、css、javascript等）,理解web标准和兼容性，熟练跨浏览器开发；3.精通jqueryjs、bootstrap；对mv*框架（vuejs，angularjs，reactjs）其中一种有过线上项目经验；4.熟悉gulp,webpack等前端构建工具并能手动配置；5.有前端架构、前端性能、可访问性、可维护性、前端工程化等方面的实践经验，有一定的界面审美能力；6、具有企业应用、业务系统的前端开发经验并承担主要开发角色；7.具备良好的系统分析能力，良好的抽象思维和逻辑思维能力，独立分析问题、解决问题的能力；8.思维严谨，工作主动，有较强的学习创新能力，保持思路清晰及工作规范；良好的沟通和协调能力；",0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0
8000,15000,"1.？根据ui设计师提供的设计图，实现一流的web界面，优化代码并保持在各浏览器下良好的兼容性；2.？web前端表现层及与后端交互的架构设计和开发；3.？javascript程序模块开发，通用类库、框架编写；4.？配合后台开发人员实现产品界面和功能；5.？对完成的页面进行维护和对网站前端性能做相应的优化。岗位要求1.？2年以上web前端开发经验，要求有较高的javascript语言驾驭能力，能够进行面向对象/组件的前端设计和开发；2.？要求有较强的页面制作功底（美工经验等），并有一定的页面审美意识；3.？精通xhtml/html、css/css3、javascript等前端相关技术，熟悉html5/xml、w3c标准；了解ajax、jquery语言和技术；4.？对各种浏览器的兼容性有一定了解，并有相关问题的解决经验；5.？熟悉div+css/yui/mootools/dojo框架和布局；6.？熟练掌握photoshop/fireworks、dreamwaver等图像处理,？网页设计软件；7.？良好的代码书写风格。",1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1
10000,15000,"岗位职责：1、负责公司网站、商城和移端web应用前端实现；2、持续优化前端、用户体验和页面响应速度；3、参与产品ui设计及改善用户体验4、积极探索并总结前端开发模式和规范。任职要求：1、计算机或相关专业专科及以上学历，二年以上web前端开发经验，熟练掌握html5技术；2、熟悉html/xhtml、css等网页制作技术，熟悉页面架构和布局，能够解决各种浏览器兼容性问题；3、精通javascript、ajax，精通jquery等前端框架；4、具备良好的团队合作精神、较好的沟通能力、高度的责任感，具有较强的抗压能力；5、工作认真细致，有独立分析问题和解决问题的能力,有自己的见解，能主动根据业务需要，提出合理的方案，有后端开发或者协同工作经验者优先。",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0
10000,15000,"职位描述1、 熟练掌握html5/css3及主流的javascript框架:精通vue框架，能够快速的根据原型设计进行页面开发，必须有1年以上vue的项目经验；？2、 精通echarts等图表工具；？3、 熟悉webpack、glup等前端打包工具；？4、 能熟练的使用photoshop进行切图；？5、 有良好的审美观和用户体验意识；？6、 有良好的沟通能力，有团队协作精神，能够适应较强工作压力,工作积极主动，认真负责；？7. 计算机相关专科以上学历三年以上前端专职工作经验，有金融证券行业经验优先。",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0
10000,20000,"职位描述1. 负责公司平台前端开发工作；2. 负责产品的web前端总体架构设计，规范、标准制定，研发等；3. 负责网站产品性能和代码优化的实施；4. 与后端开发团队紧密配合，确保代码有效对接。？任职要求：1、计算机相关专业，大专及大专以上学历，3年以上web前端开发经验；2、精通html/css/javascript，熟练掌握html5/css3、jquery、ajax、json等前端开发技术，熟悉页面架构和布局；3、熟悉前端mvvm框架（reactjs/vuejs/angularjs等）；4、熟悉使用react，对组件化有深刻理解5、熟悉常用浏览器，能利用自己的经验有效地解决浏览器兼容问题和性能问题；5、熟悉常用的开发帮助工具（webpack等），熟悉java,node.js等后端言至少一种者优先；6、熟悉web应用部署、运维、性能调优、异常调试；7、良好的团队合作精神、较好的沟通能力、高度的责任感，能够根据需求，分析并给出最优的前端技术解决方案。技术要点：一定要有react项目经验，非常熟练，能独立完成项目",1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0
10000,15000,"岗位职责？：1.	负责公司智慧消防web端开发和移动端hybrid？app开发；2.	负责html5等前沿技术的研究与应用岗位要求：？1.	计算机相关专业，2年以上html5开发经验（能力强者不受此条限制）；2.	熟悉mvc框架中的一种：angularjs，backbone，react，ember等；3.	熟悉移动端页面优化与适配；4.	有独立完成的html5页面，请附案例；5.	有web？app或hybrid？app或weex？app的研发经验优先；6.	热爱互联网产品研发，有一定的创业精神和创新思想。",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6500,8000,岗位职责：1.各职能部门业务客制化e化系统的开发2.hr平台日常运作管理及业务扩充3.日常作业表单的电子化签核平台开发；系统分析、设计、开发、测试、布署、上线实施4.其他第三方系统的数据传输及交互平台开发5.各类.net技术难点突破，新技术研究与应用岗位要求：1.精通c# / asp.net，对b/s开发有深刻了解，熟悉web service、wcf等技术2.熟悉css，div，javascript，jquery，ajax，linq等网站前台开发技术3.熟练掌握oracle数据库的设计和开发，熟悉tsql调校和优化4.熟悉vss、svn、tfs等代码版本管理工具5.熟悉面向对象的程序开发，具备良好的程序设计规范6.较强的学习能力和解决问题的能力7.良好的沟通和表达能力,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
15000,25000,岗位职责:1、根据需求和设计，进行移动端应用页面的开发和维护；2、持续优化应用开发流程提高开发效率和软件质量和维护；3、配合服务器端开发人员进行应用及系统整合。岗位要求:1、2 年以上前端开发经验，计算机相关专业优先；2、熟悉 html5、css3、javascript等前端技术；3、熟悉 vue/angularjs、bootstrap、jquery 等前端开发框架；4、有微信浏览器 h5 开发经验，会使用 git 工具；5、有微信小程序开发经验优先。,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
